Date,Open,High,Low,Close,Adj Close,Volume
2019-04-11,19.0,19.799999237060547,18.649999618530273,19.049999237060547,15.901786804199219,89144982
2019-04-12,19.299999237060547,19.899999618530273,19.200000762939453,19.75,16.48610496520996,29799546
2019-04-15,20.0,23.700000762939453,19.899999618530273,23.649999618530273,19.74159049987793,80684771
2019-04-16,24.5,26.950000762939453,24.200000762939453,25.600000381469727,21.369333267211914,98193853
2019-04-18,26.350000381469727,26.850000381469727,25.149999618530273,26.149999618530273,21.82843780517578,49134384
2019-04-22,26.25,26.399999618530273,24.299999237060547,24.600000381469727,20.534591674804688,27638075
2019-04-23,24.5,24.649999618530273,23.0,23.25,19.407691955566406,23479783
2019-04-24,23.450000762939453,24.200000762939453,23.350000381469727,23.700000762939453,19.7833309173584,10435909
2019-04-25,23.950000762939453,24.149999618530273,23.200000762939453,23.5,19.616378784179688,9656994
2019-04-26,23.5,23.649999618530273,22.950000762939453,23.049999237060547,19.240745544433594,7087998
2019-04-30,23.049999237060547,23.049999237060547,21.200000762939453,22.049999237060547,18.406003952026367,12865523
2019-05-02,22.049999237060547,24.450000762939453,22.049999237060547,23.899999618530273,19.950273513793945,21855261
2019-05-03,24.200000762939453,24.350000381469727,23.100000381469727,23.149999618530273,19.324220657348633,7641982
2019-05-06,22.75,23.100000381469727,22.200000762939453,22.700000762939453,18.948585510253906,4701329
2019-05-07,23.200000762939453,23.549999237060547,22.700000762939453,22.799999237060547,19.032058715820312,4706773
2019-05-08,22.700000762939453,23.0,22.5,22.600000381469727,18.865114212036133,4409931
2019-05-09,22.5,23.200000762939453,22.5,22.799999237060547,19.032058715820312,5263687
2019-05-10,23.0,23.100000381469727,22.600000381469727,22.700000762939453,18.948585510253906,3917012
2019-05-13,22.799999237060547,22.899999618530273,21.850000381469727,22.0,18.364267349243164,6530467
2019-05-14,21.299999237060547,22.0,21.299999237060547,21.850000381469727,18.239059448242188,4430457
2019-05-15,21.899999618530273,22.399999618530273,21.75,21.850000381469727,18.239059448242188,2788664
2019-05-16,22.0,22.049999237060547,21.5,21.75,18.15558433532715,2618948
2019-05-17,21.700000762939453,22.399999618530273,21.450000762939453,22.100000381469727,18.447744369506836,4058030
2019-05-20,24.200000762939453,24.5,22.799999237060547,23.899999618530273,19.950273513793945,10019136
2019-05-21,24.0,24.100000381469727,23.100000381469727,23.350000381469727,19.491167068481445,3911699
2019-05-22,23.149999618530273,24.0,22.899999618530273,23.899999618530273,19.950273513793945,4219518
2019-05-23,24.5,25.200000762939453,23.5,23.75,19.82506561279297,13788157
2019-05-24,24.149999618530273,26.0,23.549999237060547,25.600000381469727,21.369333267211914,24360607
